address,is-proxy
0x08c63f3a8e46748174934c4a1d411dd1baabe2cb,1
0x73b580089d749d041f1eba3f1b4eaa46adb5b077,1
0x40076de1faa9651136a58264eeed7a41f354c314,1
0xa6a45f5c511ddee09245519f381b46c0078d7777,0
0x4c8d41b1255a6c06981e75440cd4affb0781aca1,0
0x6638d51cf2fef80580dfdce275864347a70e19e5,0
0x80ad2211f9d02c6910d04972b8bef1ff2759ee5b,0
0x1d6aeca8ae3676bae6a9a6c7bc7534415d8ae9df,0
0x3bfb800f6bbc6f65bfc56accab288c9c38daec3f,0
0xa790ba293cb586721722ab0bf1fc9af87e25d06f,1
0x334b130f2d2d6d2ce1c9cafcf16f918960a55957,0
0x838235219b09c7577adcf7288015a8c9a1d5fb6e,0
0x8f65e8e7541909e417d9d1d1485469c42636d8d4,0
0xb5e08b4977418757bba3f8b34897a1513e3442c0,0
0x56a309ea438efa7e679cee0a0fc282cac3458a2d,0
0x4a55bfb2f32a7ec3d2c5e1b8dc55fea7b4d9a891,1
0x66b2fac3c242226d8c9b25fd981b2335d3ab8dc6,0
0x7f652db943350dd7b81ecc4a3db397b6c3957e3d,1
0xd209afa3ea237459f879dc356365140db4b7681a,0
0x5e01db15113f0d267b929e8df66b04603e0b8807,0
0x069ac5e7bc4f82f6654af50110b23e364629957e,1
0x732520bcfbae7a81a11ddaf0e12cde149df0b910,1
0xfcd78229106075938fe374736224286a2f5ff667,0
0x79109539ca08c06f93f596353cab0495c2b3ea64,0
0x93e7f4fea9862f5f0a8b39c12a997595b3a5a903,1
0xa5c3ce67a789f55a6b694e1780bebb92fb63080f,0
0x27633eca1cab75a204ee9b26c0285f63816d7da3,0
0x4ae2bb62200e94535d032d7925567b33b6f016e3,0
0x0c5aa375bd7553fbbfe50dc7a2e40e64ed7fac0b,0
0xb84d23d48465a844b8fd5990fea05be12d819aaf,0
0x48378f9098dff0ed6c5c4ed0decf3967e106f42d,0
0xc4331d785f90ecc9ad57acb474498b1b8ce3e795,1
0x9242b40e30a01e36150076f471f09aaaff37eb7c,0
0xe3873e3d95c58ef974bfd9267caccea9a928a5d9,0
0xfcc3f97030399bf87cb45876d93a2002b81399ba,0
0x4e60086ab467ff9d4e03ccc43a2c0bc73d5c6822,1
0x811e146dbaa3975906f8c55e225b2c0cbc752766,0
0x3e0d4963fbaa139bdf33ca00c9d27c61ac2c3c84,0
0xcf32ed03776d7f3bb7d4c5326324a420d72ebc86,0
0x33066f2aff3bb6bec68ca02b7b08792f5b98954d,1
0x6ae1eb8956ff7997e16e67b9bcde1b2a64dd9fc5,0
0x4952cd57645640be85e9ad28e3a96c7e10f69ead,0
0x6c5501ce6a1d1ed304346fbea189d2d90cd1dc24,0
0x5c5b04240b7659fa81118cc886498fe28e3546b6,1
0x01b9cc8e57f9f580c13562177cb962eeea933b67,1
0x6e2fe1c56f6d303c029647f99b3d0c50f8e626d9,1
0x37a6b572580c3ca2a2a051db7c006671f7afdfc5,0
0x224a0c327d27b65d00bf1690ded9adf4163af634,0
0x5b23b3d15e3f50eede011a40225bef5b5baa4d6a,0
0x1d275a495cb3bb89fbfd4adb83fd1128a57ae7b8,0
0x0b8e305964a68509e40b04a0aa5b1ae3e305a0ea,0
0xf926b818a5f9eb4386cf8ffd4a13de1724440c64,0
0x183210cac140afce11f6dab76065e281da9aa225,0
0x9aca25ade75c80ecd453b694f37f39787a80ae9b,0
0x8c9ce959ff42812663bee27eaf12b108f0b99209,0
0x8439a6f3f296c2e8a365b5cd39d815eaca0b1312,0
0xaad960b8016291afd8f357dddf94a8b63facaa50,0
0x0fe980e2fb78da97ed5fee2e60282a1975e1d868,0
0xdb0a889b53e934b1d830cf89ec5a0401a1e21eb8,0
0xc5eaff0d55b991b37ad861dade8f7b8ef4115d86,1
0xc24fa7c35ffda6af834eb418838d1ab4e1972b29,1
0xc76364f6459e784e28d743a9ada1d83c673acdc9,0
0xd78f71afb0f079038d49d9ec1ea64817a1a4a83b,0
0xd401f254ebeb98bdfe425d5b95a8389b13b2268e,1
0x670ee038248e4b2e106ceaacce2d42ca21122282,0
0x8686ac41638b6bf067cb23a5e171cb8dde0f9774,0
0x3a2996658678131d12de0ba7cfb8007890816096,0
0x96b5f81d2ec377b4e9930ffb61af0e378e041189,0
0x8aeb7da4be5df05015e5e5dcd2b5946e4a838490,0
0x86ea247d996bfec9e330a0210480d8d847fb402c,0
0x0619327c5559ca0537b46ecbb40871a8108ab08a,0
0xa5e19952b9c0c6f9d4bbe2da4512efbb93182435,1
0x8d890a95fc4ce3e1c7001716ad4ba22fd7318879,1
0x7cdfbb8c89d93ff56188b4aa4a9c964e28d87b05,0
0x07230b2b57a4bd57510b26a9d1a9a6fc326cbc14,1
0xe15f2c64af97a0c61741088e177411fcb7f933fe,0
0xc8ab4f4cc6a9d89c4f24efd13a8b8e9ea613ef01,0
0x4fc60d8e293583119e27be59dd503c370b4d0c4f,0
0x3c66345e78db67b4f98a0f5c05e80a71b3ec4537,0
0x444d4efe51a5cbb01da0795288cc204b02d67df3,1
0xffbfe6183807122f349d6bb7d939e5ddbb06e535,0
0x0f6ad9d2c08c95658134421dc7d39305892f5c3b,0
0x161e26d512105b6183db9dfa291a0449d07732e6,0
0x131f7be51b5275c69b8b5132adea338b26b74141,0
0x6cd52f51094e44ff0ef1b4848cca1fafba83b7ff,0
0x7c95394c94a216188e32a213cb7e6e13bccbe2d1,1
0x86c52172f9ebe7c39499ef6bfd4554167cbc6b85,0
0xc08a103f7b830215a722448a21c3bdb1c14a34f3,0
0x33be1516c85155879677d502896cf8a762f7c33b,0
0x2ade5e5b1a708591c77dbcb8f2ff1c17517621ec,0
0xc50d191a4b71d101b9ee25baba6c3eb766f078dd,0
0x7f746272b5f6f2f4f8e9abb050dd1ff2bde78188,0
0x6247d8ea7c0aec8985ba162d8f3304f4f07096a0,0
0x593d62deb245eb1dbc3d10bc7f7876718547c257,0
0x713db6e07888ef4748ad29ae97c703d2c969b3c0,0
0xb8a0e8116236b225eb30b5a69fcb77b7148a3483,0
0x092db8dd745c0f5364bfda257dd6eae98958fe46,0
0xd81e8809c8a4cc16c784299c8ae4c63fb40c68f0,0
0x2c944e97d291606058057978dec6685a5b038085,0
0x3dcfd02354c7fb535c885186013bcf1553f9fdd9,0
0x485cbfa1a16f027bfa398606dc83f2e48a464290,0
0xd20ad2f8270ec049a32d19310b0230de36871154,1
0xa0b0d8b726fe321b628f9df471fef2909a1ac8e3,0
0xba45a53f2bf4d92feb4a93b4ac4106b47b7a6236,0
0x1f593147e542db720412ebcff54c85fa7b9dd870,0
0x29fed57a47aeebd2fe775cee41503c591bc5caa0,0
0x216427548d8d5fe4c8c0fd052a727b052308e025,0
0x8f61a4b94d284675a8d067c2a45fe6912ad748ba,0
0xa27116fec9cd7ede53f9e198475e7a837dd4365a,0
0x1c7a122fdac938b98183085c4c5ff56572e22888,1
0xfd57d1049501a35d151f91d4ddd46dbb75de2e8e,0
0xecd70d5f26c3f369288aa4fd03dbe1b9c2369391,0
0x0a7f115ac99c7327145a8d92dca56f00e4a83ea8,0
0xea0fbe9bd152f6daaaf0b951f29d175c0a87a4cf,0
0x8b94b30efb7ebde914d86e7a20c907dc59397dce,0
0x7ca8fbd468d61de08a08acee59ae7133ce30c275,0
0x57c039bd207a1250afbff02ddbeeb96a33b53c67,0
0x17f6ec71322aec687b81877378e54dab9a55bc07,0
0x9ec10f492b58bdc94af54df96717e89b54d500e6,0
0x6739245838a8e1633677d82ddb8a247595a87199,0
0xb6628914fd3f7dda7afaa1edd6516d06de28e394,0
0x74f49b52bbc44117662e29730317b4760e2ee023,0
0x8855160a3034dc9cffd918388f72f17b3a5be65d,0
0xc3b5f69586cf9a63b20ce5e64a2fb87bf549d53a,0
0xb46f2aa2f97b17797289e2cd4d3577b3e545e990,0
0x232576e69ebca5cb112efe98637b1ce3be14d85b,0
0x19aac19710f35cfb08c2c5dd62838d85fa80034a,0
0xaabd3dbdf15ba30797fddc09bb490b3738587335,0
0xae7c3b8e7b1d7862e2ee75078e7d79c69ac81486,0
0x60f8afad26fe6d50b6efe9e791986cd62c119fa7,0
0x9f03334f7984a06ed73a217f28443038f737271d,0
0x58bc1d5f2bb69b4412ede03d3143f1713911ea94,1
0x2b6fefcfcdcb95b898e0ad0989333673ebb47d6d,1
0xe8082f94fd967553e40e51ee8e73ee52f6eb432c,0
0xf5767722b9dc51d2bcbdd4a9c7e49e8d357ed283,0
0x8cb933e107a01d9f27845f1dcb4a374a5c92a1ee,0
0xa241445549466ae9050af58ffeeeb06a80b00311,0
0x40b93d7c7242d32300a4beefb39769d00efaed2b,0
0xc5d10899528977c17c938c29b88b4b3cbe4dfc5d,0
0x3712a4c1328cad9ea167ba3065c63a330387888d,0
0x81b507818f465f8b50f223e2883a14d767896858,0
0x039a3232ee5f7212ccb4f4390d6822e058a703c4,1
0x92db6b4e80504f5dd0eb8729db9824e5c83a1adb,1
0x213284f9b0015bff6ac963feb765661dcba823b4,1
0x69d05f0841f723c1560894682fabf4390a48b046,0
0x8990e49547dc0bf016bd03444ca899a476009ff2,0
0x10550659bafd005eed3015edab102c5de6abb682,0
0x9c967eb5c60bc90760b9b1998b81aa79370c142d,0
0x97dabbd897bf553b8357a43aed6c05c705a7be22,0
0xe7aeec0f925d4ff42bf3942b534e887f4e8f5602,0
0xc8f9ee47e813a8c903979e99730a208daf9cdcd9,0
0x81db667e0c01aafb1baf9dddc921afca391e8e07,0
0x4b92d548329a9d65b303bcc61acefb470cf78c25,0
0x555ac1d1f46d49961bc103ab891b722d1120f071,0
0x7a6c7e4aa44850b23eb90316c3a77066cf4fa5f7,0
0x81140387831f4947dd98c31320137c5da7934b69,0
0x7dc86c8c648e7ec0c608a7156c7d1283a5ec9115,0
0x9acdb4b8214e6f03f6ce1b5551d6eafa11dbb7c3,0
0x21a06f4d3391cf6248f0130b719f5e5677647c04,0
0xb0030385139e0075e23fcd2d16401cfd8ffd407b,0
0x381496cb8f574abf7a4e1d533c2cab8cd710f60e,0
0xd2c85452bc14e0982195ecbf9e34564db7aa895b,0
0x4135a2146258c0261ffb8f959f05e037b413af95,0
0x6324e5a734eae92b1db24113729dc7f0ca6b5de4,1
0xcc2f2355d964b044acf4aef0b599f6f4d1bce28b,0
0x6f022fdf5e39131daa73d440df76239b567593c8,0
0xbcd5fcf36de07b654fdf5de7a54bea3fff47df12,0
0x54c41ce24514e112b8c90faf494a9d7f44855690,0
0x82a1fbd94be0cf210d8a827507c4354379e21f4e,1
0xb57383175e4f525d15e2417e3a0f07cecc089a74,0
0x96a281864b89bfb65ab8566938d638394efc0070,0
0x518320446f30ffeaab1ca72ca9e84152ca654793,0
0x73917adde773ae91a151d37c7aabb8cbf2f117dc,1
0x783c747665aa10f8cf771f3b1abc5a3fde142375,0
0xd4bfd2c5c3db00fcc520af88c88aa2f07ae815a5,0
0x6d0d0f1361307bfc5bb2618932529b5e67d7dd99,0
0x1344ce32ab817469c5e0cc243dc5f9e64716cdd3,1
0x3d98f1877b953ae58f0814a9b3e42e6ee36e73ff,0
0x947625a972407c32ba49dbe79371bb61762d4b7d,0
0x624bcc5e19d9459ce7be90d754cf15f11958ad2f,0
0x0acc18f6045535e86cb1870848d662d23ff5aaf0,0
0x5b4011f6ec957e873e6f307fdac48437d89e01b4,1
0x50beaff88fe45542c26b68ea44191917ca68f5e4,0
0xa8253b0a826c4a450f16c0d0fc9dc1bf8c2ad220,0
0xf59a689e429f6804e9e8bf55e6594f1b37db4070,0
0x4a94cb8badccff1f19ab2a9b4ca189e7951ffd4e,0
0x89cfd2db8337721d8ace10391984f4486d483309,0
0x1f5c3c7f3e27bf3a328fba26e393096a0d4e58d8,0
0x72b18d96fd30df48ed99edbb2425c219d21f3ea9,0
0x55e9e754b19ead103854bd8d2fb12a469c9ab72b,0
0xe298372808cb53ffb85e8a47d8ae5f28abb5227c,0
0x66a21caf7cd474b0a2797ca41455bcec8abcc18f,0
0xb5a592107987ae50b9f7c2048e3468b9d59d9965,0
0x15d5960aa652f6685e694f1d762d0fe2a372a076,0
0xf5e2c2e4ef664c9e837a20e99765bc4c217fc6d8,0
0x90bd945a13ab1568ce95b726848ce873b72dad77,1
0x4102124cf00cd0c34579a0b6c3949bf71d7259ad,0
0xbffe6449f88d3c8c50bbe681b6e8704bbf130095,0
0xd8a7a188315b9a8639f854a7f8282859b246053c,0
0x9a2069d32a2ac4cbbff8b3910bee3a385c21a881,1
0xe538f938703364db5423ed06f547c673d078fa47,0
0xcbd04aff4524f417a6edb9a93414436d83201442,1
0xc3ee223fd7436b765993fad711bb5bf60d367b4d,0
0xb329c922094bf95001d35cd0a617eeebbf7c1628,1
0xb907176ad8dd96b483ce3e851d0eeefcc2b64e3d,0
0x6c60698e55fadd515a2e71db0f0cecb2a2e4f8b8,0
0xec4ade602b551a5c7ffc12c9a164542fd9e8cc6f,0
0x32576c416ca1ae85ea83b1ff61d363f74ce3daec,0
0x5dc5ca150df64bf44d448ac61418509260be3acd,0
0xecb23f7ee75e62bbdf7e466caf09a0a668a38d00,0
0x77e589ee50fc0ae38f27eb42fa5982fe8b9b6a0b,0
0xe0966206dc727eadb89a71065bda776708cd43b0,0
0xe2c6b0a972d65f653a471816e35a98a208ab1a07,0
0x3f12d4d75ce4a5d0f4feee5d6c192f4ef061e2cc,0
0xe14d3ad24f651354f29dc64b64488947d942fee3,1
0xce1229bd8cdc03543a31bb7c7c462b3109d37a3d,0
0xc48a85fa074ed66f2ed223542d36559118c06318,0
0x51f5c4a4dd379349b5b5447d544149dfc96eecde,1
0x2fedd1fb3ee596f412e9b78456f3504c2f4c3765,0
0xc62d92b717447141c0987fe8583db147ed2cb35b,0
0xb4897bcdb0ca5f0381ca5a42f85c822dab073b28,0
0x69934a4b728459cef25bc4e9092cdfacf54b210d,1
0x8dc8cff2f3a4fdd50ef0773c751207441ce26480,1
0x11c72a502521ea613c8e1c3817f966f1b0e61eea,0
0x69beea93f8d6dd45f56333dbdb0fcd821f0ccbc6,1
0x4d94d1b0e6b41b1f8b0d7780cf4253d3f9c30a5e,1
0xb258905fe3e7455390cbe5122dcf138df126a23d,0
0x22232284a5d376752549c38c968c3dd5b7f1f89b,0
0xda65dd09246ac9e9e58a7ba038e04a2665d2b00b,1
0x3ece9c6e40d741965a140da3aba4db46eaaefaec,0
0x7102df7c2d65b0552ddc91de9bc0d906ac3cbe63,1
0x4594dfdf4f6305d78e60287d7299d8f20e9c1a65,0
0x4c145b852507c93866e25567f0610ab8e531d69a,0
0xe02fae696dcf1ac5174ea539edffe8788d8055a6,1
0x960c6a8ef1ef1604a401d23b4ace94bdedd116ae,0
0xd10a674451a372d5de54332ca82ce61250ed1073,0
0x105c1880e49aab25b3ab50558f54f4c3e08b293d,0
0xbdc2c08149d0b04b86f878190227918ff157baba,1
0xe92fd4b8cedc9e938c53e54a4110aeb09d541ac8,0
0x5c055e5b3401683db74b2f6f966bd3134fc207ff,1
0x0549b823693228a19e48a470a3dd3c521023795f,1
0x32d5c20886a0f1a979724d5d343655180f0b7081,0
0xbe97a46f1c2de19001905c6af7376e435a3b2743,0
0x3220bb0bc27825e66033532157f88cc6632043c5,0
0x3e133ac2f0d5cc4aea24a56184f687087b49b1a9,0
0xcafb31fdd64ff9f458ceea2e94bbdedebda1abc0,0
0x3380226ed07f70eac60309d24b97919a1a4b4a92,1
0x57f4a62c3537dd4e97b5e8685987d0fa9f323243,0
0x5ab239a5dce86cb6d8fe507f76b1c3cca4770d14,0
0xbb084a61fc91acdbdfc47d367f3cc3d884973f40,0
0xf66d1fd7c2de6237592af65591cba91354bd5367,0
0xe5c691464b02db369c08c1fa98248f2ceabe2606,0
0x6070d3dceb32ed83896b459986bfc44411dd09b9,1
0xd1ee4410a44c1aa0ef088c557d8c67575e5220aa,0
0x45867b00f5982b75f80526c65439a4645abb2a40,0
0xe0ccc8e1e4b0d6d10cd7562d072297ce954e425e,0
0x71f3d62af5422c14851d1b490b48355f520044c3,1
0x059cbb1a0022f165b5eb7a6033638a6b1f1dfc13,0
0xe4ccd0778b261c89d918e5e5f1d35139148e150f,0
0x0da6a1deb83d18b994f8d9f2d3c1f549f17a52b6,0
0x75487940cce10a8daefb78cb7bea21d22f6c3d11,0
0x27094d63f1a9da8fc53366a93aefa178377f84ca,0
0xac680ea71f4764fbd5420ef86c0ca3bd5fcc5684,0
0xbccc0fd532c66e8c1a914aa307920c2d5ba138c0,1
0xefd224936e5525a6f3ddec877782ba1fab187c22,0
0x8ec6325408ae9f854dbcda4d911e460dbf2a06cc,0
0x9d7e973c54307dced000961b66dac092a6935f8e,1
0x3a1dad6fbb1a5e513779a074ae90978cc5fbdb09,1
0x6c2530f500acb8ba69bd1549a0a713868e5b17d6,1
0xaa89a5ce41e17bb62ddba7caec91fd5ec3fd79cd,0
0xf3f920676cc6a17676a9f82e917c6e9c03268f53,1
0x0ac34b71dc8f30b9e39d384e290cfe323fad1496,0
0xe25400794de781586722f60602b48d16b7a0cb7f,0
0xa676a407f25219967eee5ab218a815d5fec5b371,0
0xec56b56fb72f37bcbb9246f09afcb49d70e42a82,0
0x7deb3bdc5675a6b6f36af1555489e67b50d1a219,0
0x7c725380c8d4135e3a7bc3880d779e8f50c759f8,0
0x4b6bbc000a936a1f075f94456c22ba5ce0b26588,0
0x957ccb35e725d7f315f55da6ae1052d711e08efe,0
0x820c9e732d24e2317e74fbcdd039e4f07622abd6,0
0xdab03cb89c6cf3db9d7b0c91b5ec43080dfec311,0
0x933b2be33e9988c27c7b14e6f63ad6175c17f398,0
0xd54538bef983ebc3ae20735836907d4639218672,0
0xc5ff3dba660f9995f1dc29cb729f69c066cfa9b7,1
0xe80705bea10e7e0d00b4149ac477b6860d2a557b,1
0xc7ed149d1afe0500adeab86282c14dbbdf384264,1
0x063aa9e0c4fc331c665cd0663e7ab324a93e9b1a,0
